type,name,country1,country2,country3,country4,country5,country6,country7,country8,country9,country10,country11,country12,country13,country14,country15,country16,country17,country18,country19,country20,country21
first,Elvin,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Elvir,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Emanuele,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Emil,Austria,Bulgaria,Denmark,Germany,Liechtenstein,Moldova,North Macedonia,Romania,Sweden,,,,,,,,,,,,
first,Emin,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Emir,Bosnia,Turkey,,,,,,,,,,,,,,,,,,,
first,Emmanouil,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Emmanuel,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
first,Emre,Turkey,,,,,,,,,,,,,,,,,,,,
first,Emyr,Wales,,,,,,,,,,,,,,,,,,,,
first,Enda,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Endrit,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Enes,Luxembourg,Turkey,,,,,,,,,,,,,,,,,,,
first,Enrico,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Enrique,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Eoghan,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Eoin,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Eran,Israel,,,,,,,,,,,,,,,,,,,,
first,Erbol,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Erdem,Turkey,,,,,,,,,,,,,,,,,,,,
first,Eren,Turkey,,,,,,,,,,,,,,,,,,,,
first,Eric,Belgium,England,France,Germany,Gibraltar,Monaco,Scotland,,,,,,,,,,,,,,
first,Erik,Denmark,Estonia,Germany,Netherlands,Norway,Slovakia,Slovenia,Sweden,,,,,,,,,,,,,
first,Erjon,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Ermal,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Ermin,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Eskil,Norway,Sweden,,,,,,,,,,,,,,,,,,,
first,Esteban,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Ethan,England,Gibraltar,Malta,Wales,,,,,,,,,,,,,,,,,
first,Euan,Scotland,,,,,,,,,,,,,,,,,,,,
first,Eugeniu,Moldova,,,,,,,,,,,,,,,,,,,,
first,Evangelos,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Evgeni,Russia,,,,,,,,,,,,,,,,,,,,
first,Evgeniy,Russia,,,,,,,,,,,,,,,,,,,,
first,Ewan,Scotland,,,,,,,,,,,,,,,,,,,,
first,Eydun,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Fabian,Andorra,Austria,Germany,Gibraltar,Liechtenstein,Spain,Switzerland,,,,,,,,,,,,,,
first,Fabio,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Fannar,Iceland,,,,,,,,,,,,,,,,,,,,
first,Farid,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Farkhat,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Faruk,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Fatih,Turkey,,,,,,,,,,,,,,,,,,,,
first,Fatos,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Federico,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Felix,Austria,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,
first,Ferdinando,Malta,,,,,,,,,,,,,,,,,,,,
first,Ferenc,Hungary,,,,,,,,,,,,,,,,,,,,
first,Fergal,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Fergus,Scotland,,,,,,,,,,,,,,,,,,,,
first,Ferhat,Turkey,,,,,,,,,,,,,,,,,,,,
first,Fernand,Belgium,Luxembourg,,,,,,,,,,,,,,,,,,,
first,Fernando,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Filip,Bulgaria,Croatia,Czechia,Denmark,Montenegro,North Macedonia,Norway,Poland,Serbia,Slovenia,Sweden,,,,,,,,,,
first,Filippo,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Finbarr,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Finlay,Scotland,,,,,,,,,,,,,,,,,,,,
first,Finley,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
first,Finn,England,Gibraltar,Scotland,,,,,,,,,,,,,,,,,,
first,Fionn,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Fisnik,Kosovo,,,,,,,,,,,,,,,,,,,,
first,Fletcher,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Florian,Austria,France,Germany,Liechtenstein,Luxembourg,Monaco,,,,,,,,,,,,,,,
first,Florin,Moldova,Romania,,,,,,,,,,,,,,,,,,,
first,Fotios,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Fran,Croatia,,,,,,,,,,,,,,,,,,,,
first,Francesco,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Francisco,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Francois,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
first,Frank,England,Germany,Gibraltar,Netherlands,,,,,,,,,,,,,,,,,
first,Fraser,Scotland,,,,,,,,,,,,,,,,,,,,
first,Freddie,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Frederic,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
first,Frederik,Belgium,Germany,Netherlands,,,,,,,,,,,,,,,,,,
first,Fredrik,Norway,Sweden,,,,,,,,,,,,,,,,,,,
first,Fridrik,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Fritz,Austria,Germany,Liechtenstein,,,,,,,,,,,,,,,,,,
first,Frode,Norway,,,,,,,,,,,,,,,,,,,,
first,Fuad,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Furkan,Turkey,,,,,,,,,,,,,,,,,,,,
first,Gabor,Hungary,,,,,,,,,,,,,,,,,,,,
first,Gabriel,Andorra,France,Germany,Gibraltar,Liechtenstein,Moldova,Monaco,Portugal,Romania,Spain,Switzerland,,,,,,,,,,
first,Gabriele,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Gaizka,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Gal,Israel,,,,,,,,,,,,,,,,,,,,
first,Galymzhan,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Gani,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Gara,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Gardar,Iceland,,,,,,,,,,,,,,,,,,,,
first,Gareth,Malta,Northern Ireland,Wales,,,,,,,,,,,,,,,,,,
first,Garik,Armenia,,,,,,,,,,,,,,,,,,,,
first,Gary,England,Gibraltar,Scotland,Wales,,,,,,,,,,,,,,,,,
first,Gasper,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Gatis,Latvia,,,,,,,,,,,,,,,,,,,,
first,Gavin,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,,,
first,Gearoid,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Gennady,Belarus,Russia,,,,,,,,,,,,,,,,,,,
first,Genti,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Gentian,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,George,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Georgi,Bulgaria,North Macedonia,Russia,,,,,,,,,,,,,,,,,,
first,Georgios,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Geraint,Wales,,,,,,,,,,,,,,,,,,,,
first,Gerard,Belgium,France,Monaco,,,,,,,,,,,,,,,,,,
first,Gergely,Hungary,,,,,,,,,,,,,,,,,,,,
first,Gergo,Hungary,,,,,,,,,,,,,,,,,,,,
first,Gerhard,Austria,Germany,Liechtenstein,,,,,,,,,,,,,,,,,,
first,Gevorg,Armenia,,,,,,,,,,,,,,,,,,,,
first,Ghenadie,Moldova,,,,,,,,,,,,,,,,,,,,
first,Gia,Georgia,,,,,,,,,,,,,,,,,,,,
first,Giacomo,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Gianluca,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Giedrius,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Gijs,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Gilad,Israel,,,,,,,,,,,,,,,,,,,,
first,Gilles,Belgium,France,Liechtenstein,Luxembourg,Monaco,Switzerland,,,,,,,,,,,,,,,
first,Gintaras,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Giorgi,Georgia,,,,,,,,,,,,,,,,,,,,
first,Giovanni,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Gisli,Iceland,,,,,,,,,,,,,,,,,,,,
first,Giuseppe,Italy,San Marino,,,,,,,,,,,,,,,,,,,
first,Gjorgji,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Gleb,Belarus,Russia,,,,,,,,,,,,,,,,,,,
first,Glen,Scotland,,,,,,,,,,,,,,,,,,,,
first,Gocha,Georgia,,,,,,,,,,,,,,,,,,,,
first,Gokhan,Turkey,,,,,,,,,,,,,,,,,,,,
first,Goncalo,Portugal,,,,,,,,,,,,,,,,,,,,
first,Gor,Armenia,,,,,,,,,,,,,,,,,,,,
first,Goran,Croatia,Montenegro,Serbia,Slovenia,,,,,,,,,,,,,,,,,
first,Gordon,Scotland,,,,,,,,,,,,,,,,,,,,
first,Gorka,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Graeme,Scotland,,,,,,,,,,,,,,,,,,,,
first,Granit,Kosovo,,,,,,,,,,,,,,,,,,,,
first,Gregor,Austria,Germany,Liechtenstein,Slovenia,Switzerland,,,,,,,,,,,,,,,,
first,Grigor,Armenia,,,,,,,,,,,,,,,,,,,,
first,Grigore,Moldova,,,,,,,,,,,,,,,,,,,,
first,Grigoris,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Grigory,Russia,,,,,,,,,,,,,,,,,,,,
first,Gruffydd,Wales,,,,,,,,,,,,,,,,,,,,
first,Grzegorz,Poland,,,,,,,,,,,,,,,,,,,,
first,Gudmundur,Iceland,,,,,,,,,,,,,,,,,,,,
first,Guillaume,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
first,Guillermo,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Gunnar,Iceland,Norway,Sweden,,,,,,,,,,,,,,,,,,
first,Gunnleyg,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Guram,Georgia,,,,,,,,,,,,,,,,,,,,
first,Gustav,Sweden,,,,,,,,,,,,,,,,,,,,
first,Guy,Israel,,,,,,,,,,,,,,,,,,,,
first,Gwilym,Wales,,,,,,,,,,,,,,,,,,,,
first,Gylfi,Iceland,,,,,,,,,,,,,,,,,,,,
first,Hakan,Turkey,,,,,,,,,,,,,,,,,,,,
first,Halfdan,Denmark,Norway,,,,,,,,,,,,,,,,,,,
first,Halil,Turkey,,,,,,,,,,,,,,,,,,,,
first,Halldor,Iceland,,,,,,,,,,,,,,,,,,,,
first,Hallur,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Hallvard,Norway,,,,,,,,,,,,,,,,,,,,
first,Hamish,Scotland,,,,,,,,,,,,,,,,,,,,
first,Hamlet,Armenia,,,,,,,,,,,,,,,,,,,,
first,Hanan,Israel,,,,,,,,,,,,,,,,,,,,
first,Hans,Austria,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,,
first,Hanus,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Harald,Austria,Denmark,Germany,Liechtenstein,Norway,,,,,,,,,,,,,,,,
first,Haris,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Harold,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Harry,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Harvey,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Hasan,Turkey,,,,,,,,,,,,,,,,,,,,
first,Haukur,Iceland,,,,,,,,,,,,,,,,,,,,
first,Hayk,Armenia,,,,,,,,,,,,,,,,,,,,
first,Hector,Andorra,Gibraltar,Scotland,Spain,,,,,,,,,,,,,,,,,
first,Heini,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Hendrik,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Henri,Belgium,Estonia,Finland,France,Luxembourg,Monaco,,,,,,,,,,,,,,,
first,Henrik,Denmark,Estonia,Hungary,Norway,Sweden,,,,,,,,,,,,,,,,
first,Henrique,Portugal,,,,,,,,,,,,,,,,,,,,
first,Henry,Germany,,,,,,,,,,,,,,,,,,,,
first,Herbert,Austria,Germany,Liechtenstein,,,,,,,,,,,,,,,,,,
first,Heri,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Hikmat,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Hilmar,Iceland,,,,,,,,,,,,,,,,,,,,
first,Hjalmar,Iceland,Sweden,,,,,,,,,,,,,,,,,,,
first,Holger,Denmark,,,,,,,,,,,,,,,,,,,,
first,Hordur,Iceland,,,,,,,,,,,,,,,,,,,,
first,Hrant,Armenia,,,,,,,,,,,,,,,,,,,,
first,Hrvoje,Croatia,,,,,,,,,,,,,,,,,,,,
first,Hubert,Poland,,,,,,,,,,,,,,,,,,,,
first,Hugh,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,,,
first,Hugo,Andorra,Belgium,Denmark,France,Gibraltar,Liechtenstein,Monaco,Portugal,Spain,Sweden,Switzerland,,,,,,,,,,
first,Huw,Wales,,,,,,,,,,,,,,,,,,,,
first,Hywel,Wales,,,,,,,,,,,,,,,,,,,,
first,Iago,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Iain,Scotland,,,,,,,,,,,,,,,,,,,,
first,Ibrahim,Azerbaijan,Turkey,,,,,,,,,,,,,,,,,,,
first,Idan,Israel,,,,,,,,,,,,,,,,,,,,
first,Iestyn,Wales,,,,,,,,,,,,,,,,,,,,
first,Ieuan,Wales,,,,,,,,,,,,,,,,,,,,
first,Ignacio,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Igor,Belarus,Latvia,Poland,Russia,Ukraine,,,,,,,,,,,,,,,,
first,Iker,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Ile,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Ilia,Georgia,,,,,,,,,,,,,,,,,,,,
first,Ilias,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Ilija,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Ilir,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Ilker,Turkey,,,,,,,,,,,,,,,,,,,,
first,Ilkin,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Ilya,Belarus,Russia,,,,,,,,,,,,,,,,,,,
first,Imre,Hungary,,,,,,,,,,,,,,,,,,,,
first,Indrek,Estonia,,,,,,,,,,,,,,,,,,,,
first,Ingi,Iceland,,,,,,,,,,,,,,,,,,,,
first,Ioannis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Ion,Moldova,,,,,,,,,,,,,,,,,,,,
first,Ionut,Moldova,Romania,,,,,,,,,,,,,,,,,,,
first,Irakli,Georgia,,,,,,,,,,,,,,,,,,,,
first,Iraklis,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Isaac,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Ishkhan,Armenia,,,,,,,,,,,,,,,,,,,,
first,Islambek,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Ismael,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Ismail,Turkey,,,,,,,,,,,,,,,,,,,,
first,Ismar,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Istvan,Hungary,,,,,,,,,,,,,,,,,,,,
first,Itamar,Israel,,,,,,,,,,,,,,,,,,,,
first,Itay,Israel,,,,,,,,,,,,,,,,,,,,
first,Iurie,Moldova,,,,,,,,,,,,,,,,,,,,
first,Ivan,Andorra,Belarus,Bulgaria,Croatia,Faroe Islands,Gibraltar,Latvia,Lithuania,Montenegro,North Macedonia,Russia,Serbia,Slovakia,Slovenia,Spain,Ukraine,,,,,
first,Ivar,Iceland,Norway,Sweden,,,,,,,,,,,,,,,,,,
first,Ivars,Latvia,,,,,,,,,,,,,,,,,,,,
first,Ivica,Croatia,,,,,,,,,,,,,,,,,,,,
first,Iwan,Wales,,,,,,,,,,,,,,,,,,,,
first,Jaan,Estonia,,,,,,,,,,,,,,,,,,,,
first,Jaba,Georgia,,,,,,,,,,,,,,,,,,,,
first,Jacek,Poland,,,,,,,,,,,,,,,,,,,,
first,Jack,England,Gibraltar,Scotland,Wales,,,,,,,,,,,,,,,,,
first,Jacob,Denmark,England,Gibraltar,Wales,,,,,,,,,,,,,,,,,
first,Jaime,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Jaka,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Jake,Malta,,,,,,,,,,,,,,,,,,,,
first,Jakob,Norway,Sweden,,,,,,,,,,,,,,,,,,,
first,Jakov,Croatia,,,,,,,,,,,,,,,,,,,,
first,Jakub,Czechia,Poland,Slovakia,,,,,,,,,,,,,,,,,,
first,Jakup,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,James,England,Gibraltar,Scotland,Wales,,,,,,,,,,,,,,,,,
first,Jamie,England,Gibraltar,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,
first,Jamie-Lee,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Jan,Belgium,Czechia,Denmark,Germany,Netherlands,Norway,Poland,Sweden,,,,,,,,,,,,,
first,Janez,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Janis,Latvia,,,,,,,,,,,,,,,,,,,,
first,Janko,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Janne,Finland,,,,,,,,,,,,,,,,,,,,
first,Janos,Hungary,,,,,,,,,,,,,,,,,,,,
first,Janusz,Poland,,,,,,,,,,,,,,,,,,,,
first,Jari,Finland,,,,,,,,,,,,,,,,,,,,
first,Jarkko,Finland,,,,,,,,,,,,,,,,,,,,
first,Jaroslav,Czechia,Latvia,Lithuania,,,,,,,,,,,,,,,,,,
first,Jasmin,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Jasper,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Javid,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Javier,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Jean,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
first,Jeff,Luxembourg,,,,,,,,,,,,,,,,,,,,
first,Jens,Denmark,,,,,,,,,,,,,,,,,,,,
first,Jere,Finland,,,,,,,,,,,,,,,,,,,,
first,Jeroen,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Jerome,Belgium,France,Liechtenstein,Monaco,Switzerland,,,,,,,,,,,,,,,,
first,Jerzy,Poland,,,,,,,,,,,,,,,,,,,,
first,Jesse,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Jesus,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Jetmir,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Jiri,Czechia,,,,,,,,,,,,,,,,,,,,
first,Joachim,Austria,Denmark,Germany,Liechtenstein,Poland,,,,,,,,,,,,,,,,
first,Joannes,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Joao,Portugal,,,,,,,,,,,,,,,,,,,,
first,Joaquin,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Jodi,Malta,,,,,,,,,,,,,,,,,,,,
first,Joel,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Jogvan,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Johan,Sweden,,,,,,,,,,,,,,,,,,,,
first,Johann,Iceland,,,,,,,,,,,,,,,,,,,,
first,Johannes,Denmark,Norway,,,,,,,,,,,,,,,,,,,
first,John,England,Gibraltar,Norway,Scotland,Sweden,Wales,,,,,,,,,,,,,,,
first,Jokull,Iceland,,,,,,,,,,,,,,,,,,,,
first,Jon,Andorra,Gibraltar,Iceland,Norway,Spain,,,,,,,,,,,,,,,,
first,Jonah,England,Gibraltar,,,,,,,,,,,,,,,,,,,
first,Jonas,Austria,Denmark,Germany,Liechtenstein,Norway,Sweden,Switzerland,,,,,,,,,,,,,,
first,Jonathan,Belgium,France,Germany,Monaco,,,,,,,,,,,,,,,,,
first,Jonny,Northern Ireland,,,,,,,,,,,,,,,,,,,,
first,Joonas,Estonia,Finland,,,,,,,,,,,,,,,,,,,
first,Joost,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Jordan,Belgium,England,France,Gibraltar,Monaco,Scotland,Wales,,,,,,,,,,,,,,
first,Jordi,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Jorge,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Jorrit,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Jose,Andorra,Gibraltar,Portugal,Spain,,,,,,,,,,,,,,,,,
first,Josef,Austria,Czechia,Germany,Liechtenstein,Switzerland,,,,,,,,,,,,,,,,
first,Joseph,England,Gibraltar,Malta,Scotland,,,,,,,,,,,,,,,,,
first,Joshua,England,Gibraltar,Wales,,,,,,,,,,,,,,,,,,
first,Josip,Croatia,,,,,,,,,,,,,,,,,,,,
first,Josko,Croatia,,,,,,,,,,,,,,,,,,,,
first,Jovan,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Jozef,Slovakia,,,,,,,,,,,,,,,,,,,,
first,Juan,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Juha,Finland,,,,,,,,,,,,,,,,,,,,
first,Julen,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Julian,Austria,England,Germany,Gibraltar,Liechtenstein,Switzerland,,,,,,,,,,,,,,,
first,Julien,Belgium,France,Liechtenstein,Luxembourg,Monaco,Switzerland,,,,,,,,,,,,,,,
first,Julio,Andorra,Gibraltar,Spain,,,,,,,,,,,,,,,,,,
first,Julius,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Juraj,Slovakia,,,,,,,,,,,,,,,,,,,,
first,Jure,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Jurgen,Austria,Germany,Liechtenstein,Malta,,,,,,,,,,,,,,,,,
first,Jussi,Finland,,,,,,,,,,,,,,,,,,,,
first,Kaan,Turkey,,,,,,,,,,,,,,,,,,,,
first,Kacper,Poland,,,,,,,,,,,,,,,,,,,,
first,Kairat,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Kaj,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Kakha,Georgia,,,,,,,,,,,,,,,,,,,,
first,Kaloyan,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Kamil,Poland,,,,,,,,,,,,,,,,,,,,
first,Kamo,Armenia,,,,,,,,,,,,,,,,,,,,
first,Kamran,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Kanan,Azerbaijan,,,,,,,,,,,,,,,,,,,,
first,Kanat,Kazakhstan,,,,,,,,,,,,,,,,,,,,
first,Karel,Czechia,,,,,,,,,,,,,,,,,,,,
first,Karen,Armenia,,,,,,,,,,,,,,,,,,,,
first,Kari,Finland,Iceland,,,,,,,,,,,,,,,,,,,
first,Karl,England,Estonia,Gibraltar,Malta,,,,,,,,,,,,,,,,,
first,Karlis,Latvia,,,,,,,,,,,,,,,,,,,,
first,Karlo,Croatia,,,,,,,,,,,,,,,,,,,,
first,Karol,Poland,,,,,,,,,,,,,,,,,,,,
first,Karolis,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Karoly,Hungary,,,,,,,,,,,,,,,,,,,,
first,Kaspar,Estonia,,,,,,,,,,,,,,,,,,,,
first,Kaspars,Latvia,,,,,,,,,,,,,,,,,,,,
first,Kasper,Finland,,,,,,,,,,,,,,,,,,,,
first,Kastriot,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Keith,Northern Ireland,Scotland,,,,,,,,,,,,,,,,,,,
first,Kenan,Bosnia,,,,,,,,,,,,,,,,,,,,
first,Kenneth,Scotland,,,,,,,,,,,,,,,,,,,,
first,Kerem,Turkey,,,,,,,,,,,,,,,,,,,,
first,Kestutis,Lithuania,,,,,,,,,,,,,,,,,,,,
first,Kevin,Belgium,Estonia,France,Germany,Luxembourg,Monaco,Republic of Ireland,,,,,,,,,,,,,,
first,Kieran,England,Gibraltar,Northern Ireland,,,,,,,,,,,,,,,,,,
first,Kilian,Austria,Germany,Liechtenstein,,,,,,,,,,,,,,,,,,
first,Killian,Republic of Ireland,,,,,,,,,,,,,,,,,,,,
first,Kire,North Macedonia,,,,,,,,,,,,,,,,,,,,
first,Kirill,Belarus,Russia,,,,,,,,,,,,,,,,,,,
first,Kjartan,Iceland,,,,,,,,,,,,,,,,,,,,
first,Klaemint,Faroe Islands,,,,,,,,,,,,,,,,,,,,
first,Klaus,Austria,Germany,Liechtenstein,,,,,,,,,,,,,,,,,,
first,Klemen,Slovenia,,,,,,,,,,,,,,,,,,,,
first,Klodian,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Koen,Netherlands,,,,,,,,,,,,,,,,,,,,
first,Kolbeinn,Iceland,,,,,,,,,,,,,,,,,,,,
first,Konrad,Poland,,,,,,,,,,,,,,,,,,,,
first,Konstantin,Belarus,Russia,,,,,,,,,,,,,,,,,,,
first,Konstantinos,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Kostas,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Krasimir,Bulgaria,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Kreshnik,Albania,Kosovo,,,,,,,,,,,,,,,,,,,
first,Kristaps,Latvia,,,,,,,,,,,,,,,,,,,,
first,Kristian,Bulgaria,Denmark,North Macedonia,Norway,,,,,,,,,,,,,,,,,
first,Kristijan,Croatia,North Macedonia,,,,,,,,,,,,,,,,,,,
first,Kristjan,Estonia,Iceland,,,,,,,,,,,,,,,,,,,
first,Kristoffer,Norway,Sweden,,,,,,,,,,,,,,,,,,,
first,Krisztian,Hungary,,,,,,,,,,,,,,,,,,,,
first,Krsto,Montenegro,,,,,,,,,,,,,,,,,,,,
first,Krunoslav,Croatia,,,,,,,,,,,,,,,,,,,,
first,Krzysztof,Poland,,,,,,,,,,,,,,,,,,,,
first,Kurt,Malta,,,,,,,,,,,,,,,,,,,,
first,Kyle,Northern Ireland,,,,,,,,,,,,,,,,,,,,
first,Kyriakos,Cyprus,Greece,,,,,,,,,,,,,,,,,,,
first,Labinot,Kosovo,,,,,,,,,,,,,,,,,,,,
first,Lachlan,Scotland,,,,,,,,,,,,,,,,,,,,
first,Ladislav,Czechia,Slovakia,,,,,,,,,,,,,,,,,,,
first,Lars,Denmark,Germany,Netherlands,Norway,Sweden,,,,,,,,,,,,,,,,
first,Lasha,Georgia,,,,,,,,,,,,,,,,,,,,
first,Laszlo,Hungary,,,,,,,,,,,,,,,,,,,,
first,Laurent,Belgium,France,Liechtenstein,Luxembourg,Monaco,Switzerland,,,,,,,,,,,,,,,
first,Lauri,Finland,,,,,,,,,,,,,,,,,,,,
first,Lauris,Latvia,,,,,,,,,,,,,,,,,,,,
